,geo,time,Search_impression,Display_impression,Video_impression,DemandGen_impression,Search_spend,Display_spend,Video_spend,DemandGen_spend,Conversions,Population,Revenue_Per_Conversion
1787,Kansas,2024-02-26,205,456,892,99,$68.71 ,$3.33 ,$12.61 ,$0.84 ,2,2937880,"$1,176 "
1788,Kansas,2024-03-04,158,"1,032","1,646",188,$67.71 ,$6.57 ,$12.70 ,$1.92 ,1,2937880,$588 
1789,Kansas,2024-03-11,280,772,"1,673",335,$84.18 ,$4.80 ,$15.80 ,$0.66 ,0,2937880,$0 
1790,Kansas,2024-03-18,323,733,"1,532",80,$133.00 ,$30.62 ,$14.17 ,$0.16 ,3,2937880,"$1,764 "
1791,Kansas,2024-03-25,303,"1,002","1,184",,$93.14 ,$9.87 ,$16.77 , --,3,2937880,"$1,764 "
1792,Kansas,2024-04-01,181,596,776,,$71.71 ,$0.00 ,$9.09 , --,1,2937880,$588 
1793,Kansas,2024-04-08,163,235,574,,$80.85 ,$0.00 ,$5.71 , --,0,2937880,$0 
1794,Kansas,2024-04-15,174,366,661,,$86.56 ,$3.51 ,$7.14 , --,1,2937880,$588 
1795,Kansas,2024-04-22,200,562,565,,$116.63 ,$21.61 ,$5.69 , --,2,2937880,"$1,176 "
1796,Kansas,2024-04-29,265,650,797,,$105.75 ,$33.02 ,$8.69 , --,1,2937880,$588 
1797,Kansas,2024-05-06,260,"1,181",780,,$83.71 ,$3.18 ,$10.60 , --,1,2937880,$588 
1798,Kansas,2024-05-13,242,"1,833",768,,$151.23 ,$59.15 ,$8.56 , --,1,2937880,$588 
1799,Kansas,2024-05-20,211,635,654,,$64.97 ,$13.14 ,$7.93 , --,0,2937880,$0 
1800,Kansas,2024-05-27,275,373,638,,$117.33 ,$46.07 ,$8.33 , --,4,2937880,"$2,352 "
1801,Kansas,2024-06-03,256,304,289,,$128.60 ,$18.54 ,$4.82 , --,0,2937880,$0 
1802,Kansas,2024-06-10,260,144,142,,$77.10 ,$0.00 ,$2.81 , --,1,2937880,$588 
1803,Kansas,2024-06-17,331,145,562,,$171.66 ,$7.57 ,$8.02 , --,0,2937880,$0 
1804,Kansas,2024-06-24,304,251,596,,$133.82 ,$26.39 ,$7.69 , --,0,2937880,$0 
1805,Kansas,2024-07-01,322,425,646,,$103.16 ,$6.05 ,$8.50 , --,3,2937880,"$1,764 "
1806,Kansas,2024-07-08,221,127,362,,$102.03 ,$0.26 ,$5.29 , --,0,2937880,$0 
1807,Kansas,2024-07-22,389,247,597,,$136.40 ,$3.34 ,$7.23 , --,1,2937880,$588 
1808,Kansas,2024-07-29,529,775,439,,$149.78 ,$1.78 ,$6.51 , --,0,2937880,$0 
1809,Kansas,2024-08-05,452,690,474,,$74.23 ,$1.95 ,$5.98 , --,2,2937880,"$1,176 "
1810,Kansas,2024-08-12,420,329,505,40,$235.65 ,$2.24 ,$7.17 ,$0.50 ,2,2937880,"$1,176 "
1811,Kansas,2024-08-19,410,68,523,81,$101.95 ,$21.61 ,$6.87 ,$1.66 ,3,2937880,"$1,764 "
1812,Kansas,2024-08-26,433,150,447,363,$141.54 ,$0.00 ,$6.00 ,$0.59 ,0,2937880,$0 
1813,Kansas,2024-09-02,518,179,543,61,$180.87 ,$0.07 ,$9.47 ,$1.02 ,0,2937880,$0 
1814,Kansas,2024-09-09,389,218,480,38,$114.38 ,$2.05 ,$7.00 ,$1.64 ,0,2937880,$0 
1815,Kansas,2024-09-16,332,"1,112",532,78,$136.24 ,$11.52 ,$9.88 ,$0.60 ,0,2937880,$0 
1816,Kansas,2024-09-23,349,"1,845",500,53,$167.39 ,$2.04 ,$8.45 ,$0.63 ,0,2937880,$0 
1817,Kansas,2024-09-30,360,"2,351",618,97,$96.19 ,$2.53 ,$11.34 ,$1.21 ,0,2937880,$0 
1818,Kansas,2024-10-07,371,145,524,36,$154.80 ,$0.01 ,$13.40 ,$0.35 ,0,2937880,$0 
1819,Kansas,2024-10-14,344,138,486,61,$106.92 ,$2.32 ,$5.79 ,$2.51 ,1,2937880,$588 
1820,Kansas,2024-10-21,303,29,"2,878",76,$109.53 ,$0.00 ,$8.84 ,$0.71 ,0,2937880,$0 
1821,Kansas,2024-10-28,345,38,264,133,$126.69 ,$0.00 ,$4.90 ,$1.68 ,2,2937880,"$1,176 "
1822,Kansas,2024-11-04,468,348,380,92,$175.88 ,$0.22 ,$8.74 ,$9.02 ,2,2937880,"$1,176 "
1823,Kansas,2024-11-11,642,557,364,49,$265.81 ,$4.67 ,$6.90 ,$0.82 ,4,2937880,"$2,352 "
1824,Kansas,2024-11-18,594,667,"1,903",69,$178.01 ,$33.31 ,$7.21 ,$1.07 ,0,2937880,$0 
1825,Kansas,2024-11-25,383,157,"1,163",78,$197.71 ,$1.79 ,$6.05 ,$0.47 ,1,2937880,$588 
1826,Kansas,2024-12-02,360,331,876,109,$182.67 ,$15.09 ,$6.82 ,$0.47 ,0,2937880,$0 
1827,Kansas,2024-12-09,420,199,875,53,$173.90 ,$0.04 ,$6.51 ,$1.12 ,2,2937880,"$1,176 "
1828,Kansas,2024-12-16,418,202,499,31,$113.00 ,$8.55 ,$7.07 ,$1.89 ,3,2937880,"$1,764 "
1829,Kansas,2024-12-23,433,36,600,28,$136.04 ,$0.53 ,$6.95 ,$0.21 ,0,2937880,$0 
1830,Kansas,2024-12-30,264,52,"1,058",114,$51.11 ,$15.73 ,$6.35 ,$0.42 ,0,2937880,$0 
1831,Kansas,2025-01-06,261,92,"1,211",528,$99.42 ,$0.17 ,$9.01 ,$3.24 ,2,2937880,"$1,176 "
1832,Kansas,2025-01-13,522,211,"1,409",259,$237.36 ,$3.15 ,$6.56 ,$4.18 ,1,2937880,$588 
1833,Kansas,2025-01-20,632,164,"1,162",289,$198.50 ,$12.68 ,$7.05 ,$5.06 ,4,2937880,"$2,352 "
1834,Kansas,2025-01-27,689,86,911,466,$281.54 ,$6.07 ,$5.47 ,$7.55 ,3,2937880,"$1,764 "
1835,Kansas,2025-02-03,454,57,322,469,$165.43 ,$0.59 ,$3.69 ,$5.15 ,2,2937880,"$1,176 "
1836,Kansas,2025-02-10,583,32,233,118,$304.89 ,$3.41 ,$4.15 ,$9.60 ,2,2937880,"$1,176 "
1837,Kansas,2025-02-17,447,6,182,111,$156.64 ,$0.00 ,$2.39 ,$5.01 ,3,2937880,"$1,764 "
1838,Kent,2024-08-19,541,,,,$157.42 , --, --, --,2,1589100,"$1,176 "
1839,Kent,2024-08-26,760,688,"1,158",,$201.10 ,$1.02 ,$5.82 , --,5,1589100,"$2,940 "
1840,Kent,2024-09-02,761,49,"1,566",,$199.42 ,$2.98 ,$10.38 , --,0,1589100,$0 
1841,Kent,2024-09-09,704,142,"1,226",,$296.51 ,$0.15 ,$8.39 , --,2,1589100,"$1,176 "
1842,Kent,2024-09-16,650,195,431,,$245.45 ,$0.00 ,$8.84 , --,0,1589100,$0 
1843,Kent,2024-09-23,485,689,"1,037",,$137.86 ,$0.70 ,$11.09 , --,0,1589100,$0 
1844,Kent,2024-09-30,663,599,779,,$182.72 ,$0.08 ,$8.04 , --,1,1589100,$588 
1845,Kent,2024-10-07,696,"1,396",443,,$287.08 ,$1.96 ,$7.54 , --,0,1589100,$0 
1846,Kent,2024-10-14,610,402,378,,$154.92 ,$0.00 ,$6.92 , --,0,1589100,$0 
1847,Kent,2024-10-21,572,"19,127",599,,$189.93 ,$7.21 ,$8.20 , --,1,1589100,$588 
1848,Kent,2024-10-28,472,"5,291",438,,$85.82 ,$2.06 ,$7.80 , --,0,1589100,$0 
1849,Kent,2024-11-04,334,164,214,,$76.68 ,$0.56 ,$6.86 , --,4,1589100,"$2,352 "
1850,Kent,2024-11-11,336,"2,024",106,,$90.76 ,$1.14 ,$4.83 , --,2,1589100,"$1,176 "
1851,Kent,2024-11-18,236,131,291,,$51.02 ,$0.12 ,$6.25 , --,0,1589100,$0 
1852,Kent,2024-11-25,296,56,404,,$79.84 ,$0.00 ,$22.47 , --,0,1589100,$0 
1853,Kent,2024-12-02,234,"1,026",295,,$60.56 ,$0.80 ,$7.52 , --,0,1589100,$0 
1854,Kent,2024-12-09,372,20,264,,$80.26 ,$0.32 ,$9.83 , --,0,1589100,$0 
1855,Kent,2024-12-16,307,90,233,,$73.92 ,$0.23 ,$8.35 , --,0,1589100,$0 
1856,Kent,2024-12-23,345,19,241,,$70.34 ,$0.35 ,$13.09 , --,0,1589100,$0 
1857,Kent,2024-12-30,279,892,653,,$38.47 ,$2.00 ,$15.14 , --,0,1589100,$0 
1858,Kent,2025-01-06,99,604,"1,625",,$53.34 ,$2.72 ,$28.63 , --,0,1589100,$0 
1859,Kent,2025-01-13,453,62,"1,237",,$100.11 ,$0.00 ,$25.99 , --,0,1589100,$0 
1860,Kent,2025-01-20,726,3,"2,299",,$140.19 ,$0.00 ,$25.63 , --,0,1589100,$0 
1861,Kent,2025-01-27,596,32,606,,$138.45 ,$0.12 ,$22.19 , --,2,1589100,"$1,176 "
1862,Kent,2025-02-03,464,56,469,,$89.46 ,$0.55 ,$19.63 , --,1,1589100,$588 
1863,Kent,2025-02-10,438,85,491,,$59.41 ,$4.55 ,$12.21 , --,0,1589100,$0 
1864,Kent,2025-02-17,362,26,315,,$63.40 ,$0.00 ,$9.13 , --,1,1589100,$588 
1865,Kentucky,2023-09-25,86,59,,,$32.16 ,$0.00 , --, --,0,4505836,$0 
1866,Kentucky,2023-10-02,321,164,378,,$55.48 ,$0.00 ,$3.59 , --,2,4505836,"$1,176 "
1867,Kentucky,2023-10-09,207,2,720,,$71.36 ,$0.00 ,$8.04 , --,0,4505836,$0 
1868,Kentucky,2023-10-16,227,112,379,,$67.32 ,$12.00 ,$4.07 , --,1,4505836,$588 
1869,Kentucky,2023-10-23,269,"1,480",260,,$129.47 ,$12.59 ,$3.76 , --,1,4505836,$588 
1870,Kentucky,2023-10-30,267,"3,980",249,,$90.95 ,$4.69 ,$3.45 , --,1,4505836,$588 
1871,Kentucky,2023-11-06,257,43,313,,$88.26 ,$0.00 ,$4.00 , --,1,4505836,$588 
1872,Kentucky,2023-11-13,316,52,291,,$93.13 ,$5.18 ,$3.97 , --,3,4505836,"$1,764 "
1873,Kentucky,2023-11-20,368,43,216,,$91.69 ,$0.00 ,$2.95 , --,2,4505836,"$1,176 "
1874,Kentucky,2023-11-27,359,35,278,,$141.19 ,$0.35 ,$4.34 , --,3,4505836,"$1,764 "
1875,Kentucky,2023-12-04,340,116,408,,$168.00 ,$0.00 ,$6.70 , --,5,4505836,"$2,940 "
1876,Kentucky,2023-12-11,370,88,432,,$224.31 ,$1.02 ,$6.97 , --,1,4505836,$588 
1877,Kentucky,2023-12-18,386,128,751,,$200.71 ,$0.27 ,$10.83 , --,1,4505836,$588 
1878,Kentucky,2023-12-25,905,242,"1,370",,$362.58 ,$0.00 ,$15.47 , --,3,4505836,"$1,764 "
1879,Kentucky,2024-01-01,966,19,"1,661",,$430.47 ,$0.00 ,$16.25 , --,6,4505836,"$3,528 "
1880,Kentucky,2024-01-08,632,68,"1,337",,$228.06 ,$0.00 ,$18.06 , --,2,4505836,"$1,176 "
1881,Kentucky,2024-01-15,384,368,"1,291",,$119.30 ,$3.45 ,$16.04 , --,3,4505836,"$1,764 "
1882,Kentucky,2024-01-22,370,124,"5,449",,$108.94 ,$0.97 ,$26.38 , --,1,4505836,$588 
1883,Kentucky,2024-01-29,325,159,"2,442",,$130.21 ,$11.74 ,$21.68 , --,5,4505836,"$2,940 "
1884,Kentucky,2024-02-05,279,285,"3,845",167,$94.25 ,$31.91 ,$32.74 ,$4.04 ,3,4505836,"$1,764 "
1885,Kentucky,2024-02-12,407,106,"2,486",381,$121.80 ,$1.45 ,$25.77 ,$4.42 ,1,4505836,$588 
1886,Kentucky,2024-02-19,534,"1,995","3,289",331,$127.11 ,$105.19 ,$28.53 ,$4.93 ,4,4505836,"$2,352 "
1887,Kentucky,2024-02-26,293,931,"1,643",214,$63.94 ,$18.45 ,$15.96 ,$3.26 ,0,4505836,$0 
1888,Kentucky,2024-03-04,346,"1,438","2,936",235,$119.73 ,$17.20 ,$22.55 ,$2.62 ,3,4505836,"$1,764 "
1889,Kentucky,2024-03-11,499,"1,525","2,547",636,$157.69 ,$38.55 ,$28.83 ,$8.73 ,4,4505836,"$2,352 "
1890,Kentucky,2024-03-18,487,"1,406","2,519",145,$144.59 ,$16.21 ,$24.50 ,$1.78 ,3,4505836,"$1,764 "
1891,Kentucky,2024-03-25,414,"1,257","1,737",,$158.00 ,$19.82 ,$19.30 , --,4,4505836,"$2,352 "
1892,Kentucky,2024-04-01,294,541,"1,079",,$107.65 ,$4.00 ,$10.35 , --,3,4505836,"$1,764 "
1893,Kentucky,2024-04-08,250,86,877,,$137.11 ,$0.00 ,$9.21 , --,1,4505836,$588 
1894,Kentucky,2024-04-15,213,84,845,,$127.30 ,$3.83 ,$8.16 , --,1,4505836,$588 
1895,Kentucky,2024-04-22,293,145,780,,$226.68 ,$0.00 ,$7.29 , --,2,4505836,"$1,176 "
1896,Kentucky,2024-04-29,394,703,"1,118",,$263.23 ,$3.45 ,$11.36 , --,2,4505836,"$1,176 "
1897,Kentucky,2024-05-06,381,"1,196","1,082",,$135.87 ,$32.36 ,$12.77 , --,1,4505836,$588 
1898,Kentucky,2024-05-13,366,"1,926","1,086",,$290.39 ,$6.92 ,$13.30 , --,2,4505836,"$1,176 "
1899,Kentucky,2024-05-20,372,360,881,,$226.80 ,$1.78 ,$12.40 , --,2,4505836,"$1,176 "
1900,Kentucky,2024-05-27,394,180,854,,$217.41 ,$0.48 ,$11.21 , --,2,4505836,"$1,176 "
1901,Kentucky,2024-06-03,464,182,438,,$181.13 ,$4.05 ,$7.27 , --,0,4505836,$0 
1902,Kentucky,2024-06-10,439,114,222,,$259.46 ,$0.00 ,$4.54 , --,2,4505836,"$1,176 "
1903,Kentucky,2024-06-17,506,129,846,,$274.95 ,$3.35 ,$13.79 , --,0,4505836,$0 
1904,Kentucky,2024-06-24,513,121,877,,$224.53 ,$29.84 ,$11.50 , --,1,4505836,$588 
1905,Kentucky,2024-07-01,462,492,897,,$190.79 ,$1.28 ,$10.28 , --,1,4505836,$588 
1906,Kentucky,2024-07-08,271,309,543,,$120.42 ,$1.34 ,$6.63 , --,0,4505836,$0 
1907,Kentucky,2024-07-22,741,247,882,,$350.64 ,$2.64 ,$9.89 , --,3,4505836,"$1,764 "
1908,Kentucky,2024-07-29,867,"1,017",604,,$168.64 ,$13.00 ,$7.78 , --,5,4505836,"$2,940 "
1909,Kentucky,2024-08-05,712,960,738,,$216.38 ,$8.95 ,$10.82 , --,2,4505836,"$1,176 "
1910,Kentucky,2024-08-12,767,371,644,47,$191.27 ,$7.10 ,$9.99 ,$0.63 ,3,4505836,"$1,764 "
1911,Kentucky,2024-08-19,598,153,672,57,$201.99 ,$3.50 ,$8.74 ,$1.83 ,1,4505836,$588 
1912,Kentucky,2024-08-26,648,207,574,445,$205.58 ,$0.72 ,$13.29 ,$11.35 ,1,4505836,$588 
1913,Kentucky,2024-09-02,792,333,664,57,$295.01 ,$29.24 ,$12.69 ,$1.09 ,0,4505836,$0 
1914,Kentucky,2024-09-09,597,434,800,50,$286.42 ,$10.59 ,$10.37 ,$0.57 ,4,4505836,"$2,352 "
1915,Kentucky,2024-09-16,565,"1,534",756,105,$153.40 ,$19.67 ,$13.18 ,$3.69 ,3,4505836,"$1,764 "
1916,Kentucky,2024-09-23,617,"2,306",888,83,$180.38 ,$12.53 ,$19.40 ,$1.07 ,0,4505836,$0 
1917,Kentucky,2024-09-30,555,"2,509",995,174,$162.24 ,$9.82 ,$16.17 ,$3.21 ,0,4505836,$0 
1918,Kentucky,2024-10-07,559,779,737,67,$185.15 ,$35.91 ,$12.60 ,$1.65 ,1,4505836,$588 
1919,Kentucky,2024-10-14,541,326,695,120,$290.41 ,$29.77 ,$15.39 ,$0.99 ,2,4505836,"$1,176 "
1920,Kentucky,2024-10-21,451,37,"3,125",168,$260.87 ,$1.37 ,$14.20 ,$1.15 ,0,4505836,$0 
1921,Kentucky,2024-10-28,467,95,432,119,$288.28 ,$0.00 ,$12.76 ,$4.17 ,1,4505836,$588 
1922,Kentucky,2024-11-04,747,695,395,149,$369.58 ,$52.31 ,$8.47 ,$1.41 ,3,4505836,"$1,764 "
1923,Kentucky,2024-11-11,955,"1,083",370,100,$505.16 ,$48.00 ,$7.24 ,$1.54 ,1,4505836,$588 
1924,Kentucky,2024-11-18,812,912,"2,053",87,$309.95 ,$24.74 ,$7.59 ,$2.87 ,1,4505836,$588 
1925,Kentucky,2024-11-25,696,319,"1,261",61,$288.26 ,$38.57 ,$8.44 ,$0.54 ,1,4505836,$588 
1926,Kentucky,2024-12-02,572,561,"1,272",118,$460.32 ,$10.56 ,$7.56 ,$0.56 ,2,4505836,"$1,176 "
1927,Kentucky,2024-12-09,718,435,"1,348",90,$322.67 ,$15.78 ,$8.84 ,$1.55 ,2,4505836,"$1,176 "
1928,Kentucky,2024-12-16,665,394,803,47,$423.11 ,$24.28 ,$11.12 ,$8.13 ,5,4505836,"$2,940 "
1929,Kentucky,2024-12-23,683,42,932,45,$316.24 ,$3.90 ,$7.67 ,$2.65 ,1,4505836,$588 
1930,Kentucky,2024-12-30,399,106,"1,501",159,$132.74 ,$0.04 ,$7.42 ,$1.97 ,0,4505836,$0 
1931,Kentucky,2025-01-06,370,236,"1,900",677,$57.89 ,$4.33 ,$10.57 ,$1.56 ,0,4505836,$0 
1932,Kentucky,2025-01-13,823,336,"2,414",429,$320.74 ,$4.51 ,$10.55 ,$4.51 ,3,4505836,"$1,764 "
1933,Kentucky,2025-01-20,"1,118",284,"1,466",444,$442.83 ,$2.93 ,$9.07 ,$8.83 ,4,4505836,"$2,352 "
1934,Kentucky,2025-01-27,"1,114",229,"1,037",867,$514.69 ,$0.86 ,$9.02 ,$6.19 ,3,4505836,"$1,764 "
1935,Kentucky,2025-02-03,776,131,400,807,$449.34 ,$12.96 ,$5.01 ,$9.03 ,5,4505836,"$2,940 "
1936,Kentucky,2025-02-10,833,58,370,160,$302.52 ,$2.56 ,$7.34 ,$6.15 ,2,4505836,"$1,176 "
1937,Kentucky,2025-02-17,751,56,258,135,$278.45 ,$10.04 ,$3.02 ,$5.01 ,3,4505836,"$1,764 "
1938,Kingston upon Hull,2024-08-19,61,,,,$15.07 , --, --, --,0,259778,$0 
1939,Kingston upon Hull,2024-08-26,111,93,123,,$24.54 ,$6.76 ,$0.56 , --,1,259778,$588 
1940,Kingston upon Hull,2024-09-02,95,15,126,,$53.70 ,$0.00 ,$1.09 , --,0,259778,$0 
1941,Kingston upon Hull,2024-09-09,88,19,130,,$22.33 ,$0.00 ,$0.58 , --,1,259778,$588 
1942,Kingston upon Hull,2024-09-16,88,7,40,,$37.88 ,$0.00 ,$0.42 , --,0,259778,$0 
1943,Kingston upon Hull,2024-09-23,76,54,148,,$34.02 ,$0.00 ,$0.90 , --,2,259778,"$1,176 "
1944,Kingston upon Hull,2024-09-30,93,173,90,,$37.14 ,$0.83 ,$0.56 , --,0,259778,$0 
1945,Kingston upon Hull,2024-10-07,93,393,41,,$55.02 ,$0.33 ,$0.52 , --,0,259778,$0 
1946,Kingston upon Hull,2024-10-14,101,102,35,,$33.90 ,$0.52 ,$2.53 , --,0,259778,$0 
1947,Kingston upon Hull,2024-10-21,99,"1,055",89,,$17.80 ,$0.59 ,$4.93 , --,0,259778,$0 
1948,Kingston upon Hull,2024-10-28,67,423,32,,$27.44 ,$0.16 ,$2.48 , --,0,259778,$0 
1949,Kingston upon Hull,2024-11-04,56,17,16,,$2.58 ,$0.00 ,$1.10 , --,0,259778,$0 
1950,Kingston upon Hull,2024-11-11,61,128,5,,$22.94 ,$0.14 ,$0.11 , --,0,259778,$0 
1951,Kingston upon Hull,2024-11-18,31,2,33,,$3.96 ,$0.00 ,$0.36 , --,0,259778,$0 
1952,Kingston upon Hull,2024-11-25,43,3,37,,$13.90 ,$0.00 ,$1.64 , --,0,259778,$0 
1953,Kingston upon Hull,2024-12-02,37,50,27,,$1.52 ,$0.00 ,$0.36 , --,0,259778,$0 
1954,Kingston upon Hull,2024-12-09,54,2,40,,$12.28 ,$0.00 ,$1.11 , --,0,259778,$0 
1955,Kingston upon Hull,2024-12-16,42,6,37,,$14.71 ,$0.00 ,$0.59 , --,2,259778,"$1,176 "
1956,Kingston upon Hull,2024-12-23,37,5,12,,$3.76 ,$0.00 ,$0.21 , --,0,259778,$0 
1957,Kingston upon Hull,2024-12-30,33,46,101,,$6.81 ,$1.13 ,$1.73 , --,0,259778,$0 
1958,Kingston upon Hull,2025-01-06,13,37,218,,$4.86 ,$0.00 ,$1.22 , --,0,259778,$0 
1959,Kingston upon Hull,2025-01-13,80,1,157,,$3.63 ,$0.00 ,$1.68 , --,0,259778,$0 
1960,Kingston upon Hull,2025-01-20,108,3,231,,$15.17 ,$0.00 ,$1.85 , --,0,259778,$0 
1961,Kingston upon Hull,2025-01-27,82,9,59,,$13.18 ,$0.00 ,$1.35 , --,0,259778,$0 
1962,Kingston upon Hull,2025-02-03,112,17,56,,$16.50 ,$0.00 ,$1.10 , --,0,259778,$0 
1963,Kingston upon Hull,2025-02-10,68,11,40,,$26.19 ,$0.00 ,$1.09 , --,0,259778,$0 
1964,Kingston upon Hull,2025-02-17,62,3,37,,$7.96 ,$0.00 ,$0.92 , --,2,259778,"$1,176 "
1965,Kronoberg County,2024-12-09,15,,,,$3.71 , --, --, --,0,201469,$0 
1966,Kronoberg County,2024-12-16,92,342,373,,$16.65 ,$0.80 ,$2.48 , --,0,201469,$0 
1967,Kronoberg County,2024-12-23,98,161,277,,$54.61 ,$0.21 ,$1.99 , --,0,201469,$0 
1968,Kronoberg County,2024-12-30,30,183,368,,$8.46 ,$0.37 ,$2.46 , --,0,201469,$0 
1969,Kronoberg County,2025-01-06,52,554,"2,237",,$17.10 ,$3.13 ,$5.28 , --,0,201469,$0 
1970,Kronoberg County,2025-01-13,64,"1,478","1,038",,$37.02 ,$3.69 ,$11.05 , --,1,201469,$588 
1971,Kronoberg County,2025-01-20,50,759,"1,985",,$5.03 ,$2.36 ,$13.57 , --,0,201469,$0 
1972,Kronoberg County,2025-01-27,21,143,525,,$17.69 ,$0.35 ,$4.69 , --,0,201469,$0 
1973,Kronoberg County,2025-02-03,44,192,622,,$11.50 ,$1.23 ,$4.52 , --,0,201469,$0 
1974,Kronoberg County,2025-02-10,58,52,524,,$45.74 ,$0.16 ,$6.71 , --,0,201469,$0 
1975,Kronoberg County,2025-02-17,38,69,417,,$10.09 ,$0.89 ,$4.20 , --,0,201469,$0 
1976,KwaZulu-Natal,2024-02-19,,1,,, --,$0.00 , --, --,0,11531628,$0 
1977,KwaZulu-Natal,2024-02-26,,1,,, --,$0.00 , --, --,0,11531628,$0 
1978,Lagos,2023-10-23,,2,,, --,$0.00 , --, --,0,15000000,$0 
1979,Lagos,2023-10-30,,1,,, --,$0.00 , --, --,0,15000000,$0 
1980,Lagos,2024-01-29,,1,,, --,$0.00 , --, --,0,15000000,$0 
1981,Lagos,2024-02-12,,9,,, --,$0.00 , --, --,0,15000000,$0 
